Country,edu_level,year,sum
Latvia,Doctoral or equivalent level,2019,10
Latvia,Doctoral or equivalent level,2020,13
Latvia,Doctoral or equivalent level,2021,13
Lithuania,Short-cycle tertiary education,2013,0
Lithuania,Short-cycle tertiary education,2014,0
Lithuania,Short-cycle tertiary education,2015,0
Lithuania,Short-cycle tertiary education,2016,0
Lithuania,Short-cycle tertiary education,2017,0
Lithuania,Short-cycle tertiary education,2018,0
Lithuania,Short-cycle tertiary education,2019,0
Lithuania,Short-cycle tertiary education,2020,0
Lithuania,Short-cycle tertiary education,2021,0
Lithuania,Bachelor or equivalent level,2013,344
Lithuania,Bachelor or equivalent level,2014,359
Lithuania,Bachelor or equivalent level,2015,239
Lithuania,Bachelor or equivalent level,2016,331
Lithuania,Bachelor or equivalent level,2017,424
Lithuania,Bachelor or equivalent level,2018,448
Lithuania,Bachelor or equivalent level,2019,524
Lithuania,Bachelor or equivalent level,2020,496
Lithuania,Bachelor or equivalent level,2021,512
Lithuania,Master or equivalent level,2013,201
Lithuania,Master or equivalent level,2014,289
Lithuania,Master or equivalent level,2015,452
Lithuania,Master or equivalent level,2016,421
Lithuania,Master or equivalent level,2017,556
Lithuania,Master or equivalent level,2018,567
Lithuania,Master or equivalent level,2019,667
Lithuania,Master or equivalent level,2020,693
Lithuania,Master or equivalent level,2021,751
Lithuania,Doctoral or equivalent level,2013,5
Lithuania,Doctoral or equivalent level,2014,0
Lithuania,Doctoral or equivalent level,2015,14
Lithuania,Doctoral or equivalent level,2016,8
Lithuania,Doctoral or equivalent level,2017,9
Lithuania,Doctoral or equivalent level,2018,13
Lithuania,Doctoral or equivalent level,2019,16
Lithuania,Doctoral or equivalent level,2020,18
Lithuania,Doctoral or equivalent level,2021,19
Costa Rica,Bachelor or equivalent level,2013,0
Costa Rica,Bachelor or equivalent level,2014,0
Costa Rica,Bachelor or equivalent level,2015,0
Costa Rica,Bachelor or equivalent level,2016,0
Costa Rica,Bachelor or equivalent level,2017,0
Costa Rica,Bachelor or equivalent level,2018,0
Costa Rica,Bachelor or equivalent level,2019,0
Costa Rica,Bachelor or equivalent level,2020,0
Costa Rica,Bachelor or equivalent level,2021,0
Croatia,Short-cycle tertiary education,2013,0
Croatia,Short-cycle tertiary education,2014,0
Croatia,Short-cycle tertiary education,2015,0
Croatia,Short-cycle tertiary education,2016,3
Croatia,Short-cycle tertiary education,2017,5
Croatia,Short-cycle tertiary education,2018,0
Croatia,Short-cycle tertiary education,2019,0
Croatia,Short-cycle tertiary education,2020,0
Croatia,Short-cycle tertiary education,2021,0
Bulgaria,Doctoral or equivalent level,2015,54
Bulgaria,Doctoral or equivalent level,2016,64
Bulgaria,Doctoral or equivalent level,2018,96
Bulgaria,Doctoral or equivalent level,2019,113
Bulgaria,Doctoral or equivalent level,2020,104
Bulgaria,Doctoral or equivalent level,2021,116
Costa Rica,Short-cycle tertiary education,2013,0
Costa Rica,Short-cycle tertiary education,2014,0
Costa Rica,Short-cycle tertiary education,2015,0
Costa Rica,Short-cycle tertiary education,2016,0
Costa Rica,Short-cycle tertiary education,2017,0
Costa Rica,Short-cycle tertiary education,2018,0
Costa Rica,Short-cycle tertiary education,2019,0
Costa Rica,Short-cycle tertiary education,2020,0
Costa Rica,Short-cycle tertiary education,2021,0
Croatia,Master or equivalent level,2013,0
Croatia,Master or equivalent level,2014,82
Croatia,Master or equivalent level,2015,51
Croatia,Master or equivalent level,2016,627
Croatia,Master or equivalent level,2017,540
Croatia,Master or equivalent level,2018,414
Croatia,Master or equivalent level,2019,419
Croatia,Master or equivalent level,2020,498
Croatia,Master or equivalent level,2021,374
Costa Rica,Doctoral or equivalent level,2013,0
Costa Rica,Doctoral or equivalent level,2014,0
Costa Rica,Doctoral or equivalent level,2015,0
Costa Rica,Doctoral or equivalent level,2016,0
Costa Rica,Doctoral or equivalent level,2017,0
Costa Rica,Doctoral or equivalent level,2018,0
Costa Rica,Doctoral or equivalent level,2019,0
Costa Rica,Doctoral or equivalent level,2020,0
Costa Rica,Doctoral or equivalent level,2021,0
Romania,Short-cycle tertiary education,2013,0
Romania,Short-cycle tertiary education,2014,0
Romania,Short-cycle tertiary education,2015,0
Romania,Short-cycle tertiary education,2016,0
Romania,Short-cycle tertiary education,2017,0
Romania,Short-cycle tertiary education,2018,0
Romania,Short-cycle tertiary education,2019,0
Romania,Short-cycle tertiary education,2020,0
Romania,Short-cycle tertiary education,2021,0
Bulgaria,Bachelor or equivalent level,2015,1025
Bulgaria,Bachelor or equivalent level,2016,945
Bulgaria,Bachelor or equivalent level,2018,687
Bulgaria,Bachelor or equivalent level,2019,746
Bulgaria,Bachelor or equivalent level,2020,723
Bulgaria,Bachelor or equivalent level,2021,801
Bulgaria,Master or equivalent level,2015,856
Bulgaria,Master or equivalent level,2016,950
Bulgaria,Master or equivalent level,2018,1059
Bulgaria,Master or equivalent level,2019,1185
Bulgaria,Master or equivalent level,2020,1212
Bulgaria,Master or equivalent level,2021,1663
Romania,Master or equivalent level,2013,1705
Romania,Master or equivalent level,2014,2034
Romania,Master or equivalent level,2015,2335
Romania,Master or equivalent level,2016,2526
Romania,Master or equivalent level,2017,3186
Romania,Master or equivalent level,2018,3233
Romania,Master or equivalent level,2019,3495
Romania,Master or equivalent level,2020,3646
Romania,Master or equivalent level,2021,3682
Costa Rica,Master or equivalent level,2013,0
Costa Rica,Master or equivalent level,2014,0
Costa Rica,Master or equivalent level,2015,0
Costa Rica,Master or equivalent level,2016,0
Costa Rica,Master or equivalent level,2017,0
Costa Rica,Master or equivalent level,2018,0
Costa Rica,Master or equivalent level,2019,0
Costa Rica,Master or equivalent level,2020,0
Costa Rica,Master or equivalent level,2021,0
Croatia,Bachelor or equivalent level,2013,0
Croatia,Bachelor or equivalent level,2014,35
Croatia,Bachelor or equivalent level,2015,30
Croatia,Bachelor or equivalent level,2016,421
Croatia,Bachelor or equivalent level,2017,489
Croatia,Bachelor or equivalent level,2018,342
Croatia,Bachelor or equivalent level,2019,393
Croatia,Bachelor or equivalent level,2020,473
Croatia,Bachelor or equivalent level,2021,345
Croatia,Doctoral or equivalent level,2013,0
Croatia,Doctoral or equivalent level,2014,21
Croatia,Doctoral or equivalent level,2015,19
Croatia,Doctoral or equivalent level,2016,54
Croatia,Doctoral or equivalent level,2017,65
Croatia,Doctoral or equivalent level,2018,68
Croatia,Doctoral or equivalent level,2019,69
Croatia,Doctoral or equivalent level,2020,46
Croatia,Doctoral or equivalent level,2021,60
Romania,Bachelor or equivalent level,2013,1535
Romania,Bachelor or equivalent level,2014,1634
Romania,Bachelor or equivalent level,2015,1892
Romania,Bachelor or equivalent level,2016,1800
Romania,Bachelor or equivalent level,2017,1789
Romania,Bachelor or equivalent level,2018,1914
Romania,Bachelor or equivalent level,2019,2051
Romania,Bachelor or equivalent level,2020,2161
Romania,Bachelor or equivalent level,2021,2476
Bulgaria,Short-cycle tertiary education,2015,0
Bulgaria,Short-cycle tertiary education,2016,0
Bulgaria,Short-cycle tertiary education,2018,0
Bulgaria,Short-cycle tertiary education,2019,0
Bulgaria,Short-cycle tertiary education,2020,0
Bulgaria,Short-cycle tertiary education,2021,0
Romania,Doctoral or equivalent level,2013,165
Romania,Doctoral or equivalent level,2014,88
Romania,Doctoral or equivalent level,2015,99
Romania,Doctoral or equivalent level,2016,94
Romania,Doctoral or equivalent level,2017,90
Romania,Doctoral or equivalent level,2018,124
Romania,Doctoral or equivalent level,2019,141
Romania,Doctoral or equivalent level,2020,124
Romania,Doctoral or equivalent level,2021,143
